train/along-came-polly-00089631.jpg 0.254431,0.184863,0.127988,0.501869,0.430550,0.510926,0.091861,0.438468,0.466676,0.429410,0.127988,0.284493,0.412486,0.279965 1,361.6777,1,480,0.53333 0
train/the-departed-00013411.jpg 0.295523,0.235136,0.325131,0.574970,0.288943,0.545276,0.160640,0.581569,0.420537,0.568371,0.183669,0.350614,0.407377,0.353913 370.5449,604.8975,109.189,460.7181,0.72618 0
train/funny-girl-dvd-video-00087731.jpg 0.265524,0.229419,0.170030,0.682739,0.374189,0.722158,0.176616,0.518493,0.397239,0.557912,0.209545,0.311542,0.377482,0.350961 319.8733,584.7656,61.7617,459.1001,0.64267 0
train/along-came-polly-00054521_2.jpg 0.324351,0.226267,0.195891,0.423926,0.521981,0.618289,0.067432,0.545815,0.492337,0.499694,0.146484,0.338274,0.429754,0.328391 195.4931,444.5591,7.3039,380.903,0.6834 0
train/along-came-polly-00088711.jpg 0.472951,0.229433,0.255572,0.893691,0.684895,0.899136,0.261007,0.675901,0.712067,0.654122,0.288179,0.381885,0.679460,0.365551 222.1233,720,1,480,0.53333 0
train/funny-girl-dvd-video-00118621_2.jpg 0.414351,0.356714,0.387950,0.590260,0.550754,0.590260,0.269148,0.599073,0.559554,0.541788,0.299949,0.427218,0.489153,0.409592 5.1858,426.9287,9.4247,480,0.54286 0
train/funny-girl-dvd-video-00124191.jpg 0.360397,0.214633,0.202257,0.757963,0.492180,0.481359,0.192374,0.566974,0.409816,0.517581,0.212141,0.343057,0.396637,0.320006 273.6058,492.6249,80.5421,409.0705,0.77687 0
train/princess-diaries-2-00044881.jpg 0.360095,0.304477,0.204742,0.749956,0.679678,0.807868,0.231374,0.598493,0.595344,0.607403,0.280200,0.380208,0.542080,0.366844 76.1098,509.9542,1,480,0.53333 0
train/funny-girl-dvd-video-00176631.jpg 0.452725,0.200303,0.621487,0.806878,0.264109,0.806878,0.616523,0.662692,0.298854,0.632861,0.586742,0.379292,0.333599,0.379292 154.1849,639.0068,1,480,0.53333 0
train/princess-diaries-2-00087521.jpg 0.459448,0.237072,0.218973,0.417723,0.836556,0.417723,0.328280,0.488889,0.721784,0.461517,0.415725,0.352032,0.596081,0.341083 123.5036,657.3113,1,480,0.53333 0
train/princess-diaries-2-00031171.jpg 0.390692,0.340492,0.260206,0.718980,0.503780,0.845142,0.225409,0.871245,0.651665,0.840792,0.234109,0.440552,0.599470,0.440552 118.5257,518.6271,27.7973,480,0.56487 0
train/princess-diaries-2-00031261.jpg 0.387349,0.338298,0.316948,0.686141,0.475350,0.756590,0.268547,0.875473,0.664553,0.822636,0.268547,0.474793,0.611752,0.439569 66.7199,495.9885,1,480,0.53333 0
train/american-wedding-unrated6x9-00074481_2.jpg 0.402512,0.301514,0.389798,0.577630,0.444891,0.564886,0.343181,0.522407,0.508461,0.518159,0.326229,0.386473,0.478795,0.382225 171.2739,584.4685,1,480,0.53333 0
train/flt0nnw1-00042171.jpg 0.272949,0.276500,0.236021,0.720642,0.461282,0.724343,0.243406,0.594802,0.505596,0.605905,0.247099,0.413444,0.420662,0.372731 438.3664,720,77.6396,480,0.63467 0
train/monster-in-law-d1-00036681.jpg 0.304884,0.230172,0.143366,0.263104,0.529032,0.272984,0.186218,0.319089,0.449921,0.312503,0.235662,0.322382,0.383995,0.319089 134.8575,356.0097,54.7854,386.5139,0.7694 0
train/basic-instinct-00011621_2.jpg 0.380724,0.234470,0.093663,0.619888,0.431381,0.508320,0.127435,0.484654,0.397610,0.552271,0.198356,0.312230,0.380724,0.356181 112.3021,405.7734,1,428.9894,0.59675 0
train/princess-diaries-2-00091201_2.jpg 0.282331,0.193023,0.170663,0.649844,0.469539,0.791163,0.193653,0.538104,0.466255,0.580828,0.183800,0.347487,0.410421,0.340914 272.7307,552.6026,5.5954,425.4033,0.60835 0
train/hitch-00126881.jpg 0.271820,0.239534,0.209333,0.528555,0.393506,0.531840,0.238932,0.426741,0.403373,0.430025,0.248799,0.311789,0.373773,0.308505 300.5867,576.3231,50.1019,463.7066,0.61746 0
train/hitch-00138621.jpg 0.328228,0.239521,0.188457,0.821125,0.514589,0.795994,0.188457,0.648798,0.493086,0.609306,0.206376,0.397487,0.464415,0.386717 147.1337,468.4829,38.4968,480,0.57853 0
train/the-departed-00181441.jpg 0.321205,0.272747,0.252286,0.579484,0.359493,0.564147,0.221655,0.498966,0.493502,0.525805,0.259943,0.380105,0.436069,0.372436 111.9549,485.2275,1,480,0.53333 0
train/ten-commandments-disc1-00064041.jpg 0.218568,0.216802,0.277660,0.640188,0.487768,0.571265,0.192304,0.535162,0.448373,0.456392,0.212002,0.315264,0.392563,0.285725 335.3111,621.3233,30.3495,459.368,0.59532 0
train/oceans-eleven-2001-00022851.jpg 0.340917,0.313343,0.308067,0.588908,0.394297,0.584796,0.254687,0.539553,0.488740,0.543666,0.254687,0.407940,0.480528,0.387375 101.7476,456.8882,55.0806,480,0.60105 0
train/battle-cry-00029511.jpg 0.250336,0.261508,0.189252,0.655643,0.457341,0.642052,0.199433,0.526530,0.447160,0.492552,0.213007,0.346451,0.399651,0.326064 392.4291,717.6418,8.2169,480,0.54147 0
train/ten-commandments-disc1-00048951.jpg 0.286847,0.259021,0.110338,0.462101,0.453172,0.661795,0.229142,0.418100,0.439594,0.492563,0.239325,0.313176,0.385284,0.326714 385.5586,653.4294,1,390.7917,0.65508 0
train/irma-la-douce-00151651.jpg 0.301581,0.232139,0.225973,0.754664,0.433073,0.715229,0.183238,0.580489,0.426498,0.547626,0.199674,0.357020,0.410062,0.327443 332.7809,568.0663,43.7137,396.6416,0.72331 0
train/mr-mrs-smith-ws-00029671.jpg 0.358044,0.290268,0.159666,0.240569,0.522087,0.672572,0.129147,0.397313,0.533532,0.603757,0.235965,0.351437,0.495383,0.416428 157.4645,508.6801,27.4223,480,0.5644 0
train/american-wedding-unrated6x9-00080411.jpg 0.414612,0.275731,0.273254,0.695759,0.555969,0.705881,0.288400,0.559124,0.581212,0.569245,0.328788,0.371882,0.540824,0.356701 149.7455,643.1524,1,480,0.53333 0
train/irma-la-douce-00144001.jpg 0.271109,0.245829,0.066533,0.450066,0.409694,0.664187,0.158922,0.466537,0.419593,0.506067,0.228214,0.331477,0.389896,0.321594 468.9898,676.4433,74.4865,385.6663,0.82004 0
train/irma-la-douce-00157231.jpg 0.264585,0.282076,0.201880,0.531751,0.304188,0.587600,0.168878,0.482473,0.406496,0.515325,0.224982,0.324784,0.389994,0.347780 294.6236,517.7559,142.8855,477.5842,0.76259 0
train/million-dollar-baby-disc-00101651_2.jpg 0.291888,0.228892,-0.011195,0.617290,0.581794,0.620582,0.120580,0.600833,0.469785,0.571209,0.140346,0.396759,0.400603,0.377010 185.3094,440.333,58.7647,441.2999,0.66747 0
train/12-oclock-high-special-edition-00068231.jpg 0.282485,0.283145,0.154140,0.754493,0.539174,0.820715,0.189143,0.606466,0.550842,0.610362,0.220257,0.411695,0.500282,0.419486 173.9012,512.4413,51.3281,480,0.5958 0
train/ten-commandments-disc1-00028821.jpg 0.479356,0.263859,0.215816,0.682151,0.536456,0.695361,0.106007,0.567671,0.492533,0.677748,0.228993,0.369533,0.505710,0.439982 92.361,520.905,1,480,0.53333 0
train/monster-in-law-d1-00015901.jpg 0.350802,0.330327,0.316157,0.707609,0.394108,0.720619,0.294504,0.564502,0.463397,0.594858,0.303165,0.378029,0.506703,0.408385 285.681,708.2981,1,480,0.53333 0
train/irma-la-douce-00074931.jpg 0.300826,0.238724,0.235199,0.607154,0.405831,0.445966,0.185978,0.515046,0.468177,0.482151,0.202385,0.360438,0.402549,0.330832 224.5072,524.9588,15.7967,466.4743,0.56678 0
train/funny-girl-dvd-video-00165891.jpg 0.248392,0.274297,0.116222,0.580902,0.406995,0.511669,0.192220,0.551230,0.433429,0.475404,0.185611,0.346827,0.400387,0.303969 201.4817,411.635,19.1057,334.3354,0.80954 0
train/12-oclock-high-special-edition-00109511.jpg 0.394628,0.269444,0.208590,0.623168,0.450439,0.611998,0.178824,0.492849,0.476484,0.507742,0.219752,0.336466,0.457880,0.355083 137.8999,500.4378,1,480,0.53333 0
train/princess-diaries-2-00077581.jpg 0.320807,0.308018,0.296546,0.579422,0.381458,0.583473,0.199504,0.777912,0.466370,0.769810,0.187374,0.470050,0.454240,0.474101 1,334.0114,50.3011,480,0.59438 0
train/along-came-polly-00023941.jpg 0.370718,0.191726,0.330075,0.630290,0.628121,0.594119,0.307496,0.467524,0.605542,0.426832,0.298464,0.286673,0.546836,0.241460 313.4115,720,1,480,0.53333 0
train/bend-of-the-river-00035781_2.jpg 0.410914,0.243647,0.203632,0.468395,0.461677,0.506560,0.271316,0.413268,0.546281,0.438712,0.296698,0.307255,0.499749,0.298774 53.7946,466.7161,1,480,0.53333 0
train/irma-la-douce-00144261.jpg 0.278002,0.242784,0.175565,0.601465,0.430006,0.588303,0.175565,0.476421,0.403570,0.489583,0.208609,0.328341,0.387048,0.328341 447.2958,667.9025,68.8896,399.7993,0.77129 0
train/princess-diaries-2-00019931.jpg 0.337321,0.218889,0.206744,0.637168,0.577857,0.520599,0.196436,0.503456,0.461025,0.434886,0.220489,0.287459,0.395737,0.304602 250.4906,460.5074,1,304.0825,0.84188 0
train/daredevil-disc1-00026611.jpg 0.288830,0.261923,0.264471,0.739801,0.375826,0.670038,0.118317,0.628180,0.476742,0.673526,0.160075,0.404938,0.441943,0.429355 141.6726,458.9669,31.6588,480,0.56972 0
train/along-came-polly-00075181_2.jpg 0.386183,0.225759,0.186133,0.477640,0.590886,0.533613,0.241961,0.403009,0.586234,0.393680,0.279180,0.249082,0.539711,0.244417 294.414,610.0764,1,334.5053,0.76531 0
train/italian-job-00098321.jpg 0.363344,0.271361,0.239883,0.629606,0.419101,0.621645,0.188110,0.585820,0.514683,0.609703,0.251831,0.398737,0.458927,0.390776 1,331.3455,61.4012,480,0.61011 0
train/million-dollar-baby-disc-00020401.jpg 0.291730,0.236822,0.173301,0.664771,0.413449,0.654895,0.189750,0.500175,0.439767,0.506759,0.219357,0.325704,0.413449,0.319120 180.9928,410.85,46.106,390.8918,0.74034 0
train/casino-royale-00079461.jpg 0.322550,0.284226,0.227802,0.505147,0.434845,0.424493,0.241839,0.442027,0.410280,0.382413,0.259385,0.350853,0.368170,0.340333 179.6255,519.8223,2.6845,480,0.53521 0
train/the-departed-00016651.jpg 0.255154,0.262249,0.166511,0.663828,0.475121,0.676994,0.120548,0.542037,0.540783,0.518996,0.182927,0.360998,0.455422,0.360998 372.7208,656.4635,40.8833,466.4973,0.60007 0
train/hitch-00138501.jpg 0.288280,0.245755,0.261906,0.547766,0.331137,0.544483,0.225642,0.446001,0.373995,0.432870,0.235532,0.321257,0.360808,0.304844 357.1522,615.7407,70.4428,458.3252,0.6583 0
train/ten-commandments-disc1-00004691.jpg 0.472789,0.262175,0.367805,0.835520,0.488536,0.667199,0.247073,0.640898,0.703753,0.682979,0.304815,0.372636,0.667009,0.388416 114.0742,627.0372,1,480,0.53333 0
train/giant-side-a-00130781.jpg 0.340822,0.223774,0.539782,0.613845,0.219010,0.613845,0.543842,0.512264,0.279916,0.479758,0.486996,0.329418,0.296158,0.345671 145.5414,541.2734,1,480,0.53333 0
train/giant-side-a-00087311.jpg 0.388116,0.211098,0.345358,0.414478,0.452253,0.482271,0.213522,0.428750,0.466505,0.414478,0.217085,0.282460,0.430874,0.296732 42.3294,350.3544,1,426.3587,0.60043 0
train/irma-la-douce-00143771.jpg 0.271156,0.238645,0.205235,0.670590,0.422773,0.631022,0.198643,0.522212,0.412885,0.482644,0.221715,0.350753,0.389813,0.327671 443.0012,657.4261,73.1062,394.7439,0.79346 0
train/american-wedding-unrated6x9-00070141.jpg 0.265272,0.255370,0.245032,0.481529,0.379964,0.461276,0.241659,0.414019,0.430563,0.390390,0.238286,0.316129,0.386711,0.282374 123.4967,386.4791,1,385.5479,0.66399 0
train/funny-girl-dvd-video-00175051.jpg 0.310430,0.264927,0.168589,0.606970,0.376402,0.613548,0.152096,0.478704,0.396194,0.491860,0.188381,0.310971,0.392895,0.333993 66.1868,280.4428,41.8668,363.251,0.79408 0
train/ten-commandments-disc1-00108431.jpg 0.404873,0.234279,0.276052,0.473995,0.446280,0.529314,0.243846,0.556974,0.653314,0.501655,0.294455,0.340307,0.533694,0.354137 118.9765,568.2853,1,480,0.53333 0
train/2-fast-2-furious-00032891.jpg 0.348157,0.242867,0.206152,0.634589,0.414206,0.614839,0.196244,0.506210,0.407601,0.486459,0.189640,0.348204,0.387786,0.331745 19.0673,234.5706,23.6649,346.9199,0.7895 0
train/funny-girl-dvd-video-00170381.jpg 0.285278,0.310518,0.065513,0.504726,0.658878,0.526712,0.197372,0.581677,0.534344,0.570684,0.263301,0.383804,0.457427,0.383804 314.5006,629.0837,57.1307,480,0.60396 0
train/princess-diaries-2-00029531_2.jpg 0.409902,0.268322,0.312329,0.791622,0.566019,0.830748,0.331844,0.600887,0.570898,0.605777,0.336722,0.395479,0.561141,0.385697 300.3377,720,1,480,0.53333 0
train/hitch-00071781.jpg 0.310669,0.277484,0.192230,0.589290,0.432810,0.637545,0.210736,0.496490,0.447614,0.529898,0.247748,0.355435,0.406901,0.359147 286.3226,631.5697,21.4937,480,0.55712 0
train/battle-cry-00038811.jpg 0.282760,0.227454,0.157692,0.626579,0.485573,0.443929,0.177973,0.514959,0.438250,0.427017,0.191494,0.315397,0.407828,0.288338 178.2044,457.8408,1,408.8734,0.62611 0
train/funny-girl-dvd-video-00058491.jpg 0.305246,0.269858,0.216491,0.672779,0.390303,0.724531,0.175812,0.595152,0.564115,0.676476,0.231283,0.384450,0.475360,0.414023 315.3511,619.1185,75.2134,480,0.63087 0
train/irma-la-douce-00050671.jpg 0.348273,0.258361,0.134378,0.594662,0.456866,0.561692,0.108052,0.508938,0.499645,0.472671,0.163994,0.347382,0.420669,0.317708 113.9838,369.2934,63.0475,446.0121,0.66673 0
train/12-oclock-high-special-edition-00138171.jpg 0.416481,0.191186,0.334223,0.644319,0.565573,0.634020,0.231401,0.587677,0.781500,0.567080,0.262247,0.376559,0.632408,0.304470 140.5246,642.4061,1,480,0.53333 0
train/princess-diaries-2-00020731.jpg 0.312081,0.195198,0.284430,0.509372,0.439962,0.467943,0.211849,0.474848,0.439962,0.419608,0.225674,0.291867,0.398487,0.288415 232.1054,471.3412,1,343.0588,0.74623 0
train/along-came-polly-00043511.jpg 0.342148,0.285402,0.165100,0.542794,0.456709,0.577576,0.158157,0.459315,0.442823,0.469750,0.178986,0.344533,0.390750,0.358446 127.3701,382.7644,1,363.9629,0.70337 0
train/along-came-polly-00076831_2.jpg 0.264884,0.169611,0.257424,0.315469,0.466295,0.427667,0.201476,0.319209,0.466295,0.300509,0.235045,0.214491,0.410347,0.203271 349.8462,680.8685,1,437.1067,0.58567 0
train/irma-la-douce-00033401.jpg 0.383265,0.268772,0.325254,0.516999,0.495420,0.668262,0.216966,0.586813,0.495420,0.567420,0.247905,0.377371,0.476083,0.373493 274.1406,651.8376,1,480,0.53333 0
train/hitch-00090701.jpg 0.297458,0.213221,0.178997,0.761314,0.478441,0.721930,0.175707,0.570958,0.452116,0.551266,0.211903,0.347783,0.406048,0.331373 225.4704,474.033,37.857,410.7004,0.68478 0
train/ten-commandments-disc1-00064031.jpg 0.212444,0.219542,0.304530,0.627132,0.491991,0.558105,0.209155,0.502226,0.449237,0.423337,0.219022,0.314865,0.396616,0.278708 320.3833,624.6625,22.5971,479.016,0.55966 0
train/princess-diaries-2-00064701.jpg 0.409370,0.286473,0.240779,0.596498,0.670286,0.463630,0.204652,0.592472,0.577962,0.415315,0.260849,0.366999,0.489652,0.302578 187.7087,579.3562,1,480,0.53333 0
train/princess-diaries-2-00008531_2.jpg 0.444983,0.255142,0.337313,0.760402,0.572230,0.750591,0.337313,0.583806,0.547759,0.539657,0.351995,0.387589,0.523289,0.377778 71.8336,549.3746,1,480,0.53333 0
train/funny-girl-dvd-video-00090911.jpg 0.311580,0.249731,0.081407,0.804882,0.466125,0.804882,0.114289,0.650491,0.462836,0.620926,0.137306,0.361418,0.443107,0.358133 126.216,382.4726,52.1233,436.5085,0.66427 0
train/hitch-00106561.jpg 0.325408,0.229970,0.084090,0.584039,0.466751,0.529038,0.194407,0.515288,0.418488,0.470599,0.232328,0.346847,0.387461,0.333097 70.7264,320.1941,122.012,480,0.71312 0
train/oceans-eleven-2001-00035011.jpg 0.424534,0.234279,0.278406,0.659767,0.492727,0.694001,0.283277,0.561953,0.648598,0.610860,0.322245,0.361436,0.585275,0.376108 227.8622,703.9735,1,480,0.53333 0
train/funny-girl-dvd-video-00123451.jpg 0.287496,0.308248,0.244705,0.637468,0.517912,0.611130,0.224955,0.512364,0.432329,0.486027,0.215080,0.334586,0.386246,0.328001 382.4242,648.166,73.1299,471.7426,0.64062 0
train/million-dollar-baby-disc-00030351.jpg 0.396522,0.274646,0.141388,0.451441,0.357271,0.585020,0.200265,0.577163,0.514276,0.604664,0.270918,0.392510,0.459324,0.380723 82.3498,410.112,69.4174,480,0.62199 0
train/italian-job-00098031.jpg 0.371300,0.353413,0.352712,0.539583,0.510713,0.628014,0.283006,0.702482,0.650125,0.660594,0.278359,0.455807,0.599007,0.423227 63.9607,517.4621,1,480,0.53333 0
train/ten-commandments-disc1-00004231_2.jpg 0.341290,0.203605,0.265485,0.499793,0.356451,0.442834,0.204842,0.439037,0.477738,0.446631,0.250325,0.279551,0.447416,0.279551 184.0327,553.4363,1,480,0.53333 0
train/million-dollar-baby-disc-00114261.jpg 0.294711,0.242031,0.196118,0.575373,0.294711,0.446656,0.186259,0.479661,0.409737,0.502764,0.209264,0.337743,0.380159,0.321241 315.6279,543.4586,82.7996,424.5457,0.74691 0
train/mi2-00062581.jpg 0.261398,0.246323,0.116570,0.637233,0.491804,0.647088,0.175818,0.509120,0.429265,0.522259,0.208733,0.331732,0.393059,0.338302 191.8213,436.5599,23.6763,390.7842,0.69545 0
train/million-dollar-baby-disc-00029701.jpg 0.358407,0.259050,0.295185,0.664015,0.548072,0.672451,0.219319,0.491061,0.552287,0.482624,0.261466,0.292797,0.497495,0.292797 245.7782,656.7046,1,480,0.53333 0
train/the-departed-00097141.jpg 0.285422,0.224754,0.198133,0.624180,0.429784,0.617467,0.188061,0.499989,0.466714,0.489919,0.221634,0.342232,0.416355,0.345589 155.3204,457.825,36.221,480,0.57557 0
train/2-fast-2-furious-00052751.jpg 0.301130,0.243428,0.169650,0.651133,0.416175,0.624829,0.202520,0.499887,0.452332,0.496599,0.215668,0.319051,0.409601,0.332202 271.9071,537.2745,21.5098,419.5606,0.64152 0
train/battle-cry-00082031.jpg 0.371780,0.282033,0.312248,0.531501,0.472240,0.516608,0.193184,0.546395,0.490844,0.497991,0.226670,0.341608,0.446195,0.349054 120.1766,482.8036,1,480,0.53333 0
train/irma-la-douce-00075821.jpg 0.276926,0.240952,0.207460,0.653760,0.419515,0.715864,0.196491,0.551471,0.485325,0.562431,0.244021,0.387079,0.441451,0.368813 277.0679,617.7216,20.8918,480,0.55639 0
train/daredevil-disc1-00049521_2.jpg 0.333041,0.134611,0.216941,0.544504,0.532588,0.515485,0.209685,0.428428,0.489050,0.413918,0.235082,0.272451,0.445513,0.268824 211.9453,564.9058,1,480,0.53333 0
train/princess-diaries-2-00054991.jpg 0.470857,0.268757,0.406014,0.642405,0.562718,0.653236,0.319556,0.636990,0.649175,0.642405,0.373592,0.404137,0.611350,0.409552 227.3203,720,1,480,0.53333 0
train/along-came-polly-00020281.jpg 0.413626,0.184508,0.422442,0.537345,0.281393,0.524113,0.559083,0.480009,0.219684,0.418262,0.532636,0.299180,0.290208,0.255075 79.291,509.425,1,480,0.53333 0
train/hitch-00065081.jpg 0.282517,0.264951,0.229769,0.773588,0.378123,0.750468,0.107789,0.644777,0.480323,0.638171,0.163834,0.403670,0.437465,0.383853 413.9841,637.3529,93.7359,428.7892,0.76178 0
train/along-came-polly-00066111.jpg 0.395643,0.344721,0.336373,0.605831,0.443059,0.649349,0.213881,0.554400,0.498378,0.518794,0.213881,0.332852,0.462816,0.352633 243.718,618.5591,14.0083,480,0.54819 0
train/giant-side-a-00083721.jpg 0.379014,0.226079,0.110610,0.720878,0.577016,0.738549,0.159011,0.544164,0.590217,0.557417,0.247012,0.358614,0.546216,0.367450 277.4741,707.4533,1,480,0.53333 0
train/princess-diaries-2-00065501.jpg 0.461232,0.367871,0.461232,0.677877,0.402934,0.628456,0.250461,0.682370,0.577829,0.682370,0.281853,0.417292,0.519530,0.421785 3.2975,420.7067,22.4305,480,0.55826 0
train/battle-cry-00036391.jpg 0.298547,0.258897,0.163576,0.740460,0.532277,0.733864,0.219540,0.572243,0.509233,0.539259,0.216248,0.387534,0.440102,0.347953 471.2695,678.4558,38.6378,349.4178,0.82109 0
train/monster-in-law-d1-00073441.jpg 0.368610,0.269511,0.375789,0.496173,0.314767,0.463793,0.275282,0.506967,0.433221,0.488978,0.242976,0.341467,0.390147,0.341467 222.5263,571.9392,1,480,0.53333 0
train/12-oclock-high-special-edition-00107801_2.jpg 0.333720,0.306941,0.023369,0.590185,0.294101,0.626414,0.076195,0.488086,0.465784,0.567131,0.148830,0.333289,0.422864,0.366225 1,228.5574,110.0064,453.5451,0.74302 0
train/irma-la-douce-00137731.jpg 0.260782,0.238486,0.197829,0.629264,0.419822,0.655757,0.224336,0.503420,0.416508,0.500108,0.234276,0.327901,0.376749,0.317966 403.7918,657.3347,103.0125,480,0.67727 0
train/million-dollar-baby-disc-00059581.jpg 0.324196,0.268559,0.340677,0.597771,0.485708,0.653737,0.215422,0.617524,0.449450,0.554973,0.162683,0.380491,0.406600,0.340985 265.1509,505.0471,38.0234,397.8676,0.70945 0
train/oceans-eleven-2001-00098551.jpg 0.320877,0.275475,0.284672,0.568081,0.445947,0.581232,0.080610,0.600958,0.432782,0.640411,0.123398,0.324791,0.376829,0.357668 145.8474,385.3477,58.712,417.9625,0.71062 0
train/princess-diaries-2-00091021.jpg 0.275527,0.220013,0.170584,0.726082,0.452619,0.716224,0.173864,0.568346,0.432942,0.515768,0.200099,0.361318,0.400147,0.341601 321.4435,625.0828,17.2995,472.7584,0.56084 0
train/giant-side-a-00104031.jpg 0.373457,0.174882,0.539618,0.544637,0.211350,0.577142,0.539618,0.422739,0.178929,0.459309,0.495038,0.256147,0.259982,0.296779 259.963,655.1899,1,480,0.53333 0
train/ten-commandments-disc1-00056601.jpg 0.387113,0.180903,0.259033,0.543314,0.390880,0.343233,0.221362,0.411185,0.462455,0.392309,0.262800,0.263955,0.436085,0.233754 194.2281,561.2811,1,480,0.53333 0
train/battle-cry-00017251.jpg 0.395399,0.294710,0.250707,0.773840,0.610245,0.721092,0.224399,0.598013,0.557630,0.540869,0.277014,0.351854,0.513784,0.343063 113.1368,541.3427,1,480,0.53333 0
train/irma-la-douce-00139671.jpg 0.399892,0.278546,0.160776,0.593174,0.676370,0.409641,0.186929,0.462079,0.545603,0.390913,0.257917,0.304765,0.444726,0.342221 116.202,480.887,1,480,0.53333 0
train/along-came-polly-00013821.jpg 0.286231,0.247045,0.208280,0.552009,0.512996,0.353428,0.208280,0.438534,0.502366,0.275414,0.208280,0.310875,0.406700,0.225768 23.6105,368.7666,1,480,0.53333 0
train/national-treasure-00122451.jpg 0.304499,0.215352,0.179154,0.683577,0.436441,0.667091,0.175856,0.531899,0.433143,0.505520,0.175856,0.301083,0.410053,0.281299 288.5739,506.5793,62.3529,389.3606,0.78047 0
train/funny-girl-dvd-video-00058501.jpg 0.319832,0.301548,0.231635,0.670706,0.412037,0.706820,0.199564,0.590454,0.588431,0.682744,0.251680,0.405875,0.488207,0.433963 299.4934,643.6556,57.6876,480,0.60475 0
train/battle-cry-00074541_2.jpg 0.364941,0.272004,0.216672,0.708974,0.506313,0.533498,0.178742,0.557583,0.364941,0.505972,0.192535,0.375225,0.330459,0.344259 137.953,454.5204,1,453.4773,0.56453 0
train/ten-commandments-disc1-00028961.jpg 0.444867,0.261488,0.164028,0.698663,0.465825,0.858400,0.046662,0.576758,0.470017,0.677645,0.189177,0.366578,0.457442,0.433836 122.197,531.3634,1,480,0.53333 0
train/irma-la-douce-00007841.jpg 0.411531,0.315898,0.246505,0.634249,0.431177,0.653901,0.124701,0.469178,0.501902,0.535993,0.250435,0.323759,0.462610,0.366992 12.8725,395.4521,1,480,0.53333 0
train/princess-diaries-2-00074901.jpg 0.339688,0.282654,0.365137,0.638542,0.430577,0.627648,0.256070,0.544123,0.456026,0.515071,0.241527,0.380705,0.445119,0.369810 110.7916,367.1992,131.42,480,0.73231 0
train/battle-cry-00114591.jpg 0.288581,0.238543,0.226036,0.660066,0.446589,0.653480,0.160200,0.561271,0.472923,0.525047,0.193118,0.353803,0.413670,0.347217 131.982,379.6998,78.5747,450.1513,0.68711 0
train/giant-side-a-00142181_2.jpg 0.343450,0.269354,0.235852,0.516659,0.429528,0.530996,0.207159,0.441392,0.429528,0.434224,0.235852,0.333868,0.415181,0.333868 336.0751,659.0814,36.7655,480,0.57627 0
